EXPEDIENTE,FECHA DE INGRESO,FECHA DE CIERRE,TIPO DE CONCILIACIÓN,ESTADO PROCESAL,PROVEEDOR,NOMBRE COMERCIAL,GIRO,SECTOR,ODECO,ESTADO,TIPO DE RECLAMACIÓN,MOTIVO DE RECLAMACIÓN,COSTO BIEN O SERVICIO,MONTO RECLAMADO,MONTO RECUPERADO,PROCEDIMIENTO,BIEN O SERVICIO,MEDIO DE INGRESO,TIPO PRODUCTO,MODALIDAD DE COMPRA,MODALIDAD PAGO,PROBLEMA ESPECIAL
PFC.H.A.2/003831-2022,11/28/22,01/03/23,Turnada a Concil Medios Elec.,Desistimiento,"RADIOMOVIL DIPSA, SA DE CV",TELCEL,Empresa de telefonia celular,TELECOMUNICACIONES,DGPCT,Ciudad de México,Cobro indebido,Producto o servicio no solicitado o autorizado,2576.75,638,-,Conciliación medios electrónic,Servicio,Internet,Servicio normal,En establecimiento físico,Contado,Telefonia Movil
PFC.H.A.2/003832-2022,11/28/22,12/13/22,Turnada a Concil Medios Elec.,Conciliada,"RADIOMOVIL DIPSA, SA DE CV",TELCEL,Empresa de telefonia celular,TELECOMUNICACIONES,DGPCT,Ciudad de México,Cobro indebido,Error de cálculo,4062.75,4062,1617,Conciliación medios electrónic,Servicio,Internet,Servicio normal,En establecimiento físico,Contado,No problema especial
PFC.H.A.2/003833-2022,11/28/22,-,Turnada a Concil Medios Elec.,En Trámite,"RADIOMOVIL DIPSA, SA DE CV",TELCEL,Empresa de telefonia celular,TELECOMUNICACIONES,DGPCT,Ciudad de México,Cobro indebido,Cuota extraordinaria,5739,0,-,Conciliación medios electrónic,Servicio,Internet,Servicio normal,En establecimiento físico,Plazos,No problema especial
PFC.H.A.2/003834-2022,11/28/22,-,Turnada a Concil Medios Elec.,En Trámite,"PEGASO PCS, SA DE CV",MOVISTAR,Empresa de telefonia celular,TELECOMUNICACIONES,DGPCT,Ciudad de México,Entrega del producto o servicio,Negativa a la entrega,29000,0,-,Conciliación medios electrónic,Bien,Internet,Producto nuevo,En establecimiento físico,Plazos,No problema especial
PFC.H.A.2/003835-2022,11/28/22,-,Turnada a Concil Medios Elec.,En Trámite,"RADIOMOVIL DIPSA, SA DE CV",TELCEL,Empresa de telefonia celular,TELECOMUNICACIONES,DGPCT,Ciudad de México,Cobro indebido,Producto o servicio no solicitado o autorizado,628,0,-,Conciliación medios electrónic,Servicio,Internet,Servicio normal,En establecimiento físico,Contado,No problema especial
PFC.H.A.2/003836-2022,11/28/22,12/07/22,Turnada a Concil Medios Elec.,Conciliada,"RADIOMOVIL DIPSA, SA DE CV",TELCEL,Empresa de telefonia celular,TELECOMUNICACIONES,DGPCT,Ciudad de México,Cobro indebido,Producto o servicio no solicitado o autorizado,599,0,1386.29,Conciliación medios electrónic,Servicio,Internet,Servicio normal,En establecimiento físico,Contado,Uso de internet/datos
PFC.H.A.2/003837-2022,11/29/22,12/01/22,Turnada a Concil Medios Elec.,Conciliada,"SERVICIO Y EQUIPO EN TELEFONIA INTERNET Y TV, SA DE CV",MEGACABLE,Empresa de TV de paga (de TV restringida),TELECOMUNICACIONES,DGPCT,Ciudad de México,Entrega del producto o servicio,Deficiencia en la reparación,680,0,150,Conciliación medios electrónic,Servicio,Internet,Servicio normal,En establecimiento físico,Contado,No problema especial
PFC.H.A.2/003838-2022,11/29/22,12/05/22,Turnada a Concil Medios Elec.,Conciliada,"TOTAL PLAY TELECOMUNICACIONES, SA DE CV",TOTALPLAY,Television por cable,TELECOMUNICACIONES,DGPCT,Ciudad de México,Contratos,Negativa a la recisión,415,0,0,Conciliación medios electrónic,Servicio,Internet,Servicio normal,En establecimiento físico,Contado,No problema especial
PFC.H.A.2/003839-2022,11/29/22,01/10/23,Turnada a Concil Medios Elec.,Conciliada,"PEGASO PCS, SA DE CV",MOVISTAR,Empresa de telefonia celular,TELECOMUNICACIONES,DGPCT,Ciudad de México,"Cambios, devoluciones o bonificaciones",Negativa a cambio o devolución,23999.04,0,-,Conciliación medios electrónic,Servicio,Internet,Servicio normal,En establecimiento físico,Contado,Telefonia Movil
PFC.H.A.2/003840-2022,11/29/22,01/09/23,Turnada a Concil Medios Elec.,Desistimiento,"RADIOMOVIL DIPSA, SA DE CV",TELCEL,Empresa de telefonia celular,TELECOMUNICACIONES,DGPCT,Ciudad de México,Cobro indebido,Producto o servicio no solicitado o autorizado,800,0,-,Conciliación medios electrónic,Servicio,Internet,Servicio normal,Imposición del proveedor,Plazos,No problema especial
PFC.H.A.2/003841-2022,11/29/22,-,Turnada a Concil Medios Elec.,En Trámite,"CABLEMAS TELECOMUNICACIONES, SA DE CV",IZZI,Empresa de TV de paga (de TV restringida),TELECOMUNICACIONES,DGPCT,Ciudad de México,Contratos,Negativa a la recisión,1090,0,-,Conciliación medios electrónic,Servicio,Internet,Servicio normal,Imposición del proveedor,N/A,No problema especial
PFC.H.A.2/003842-2022,11/29/22,-,Turnada a Concil Medios Elec.,En Trámite,"PEGASO PCS, SA DE CV",MOVISTAR,Empresa de telefonia celular,TELECOMUNICACIONES,DGPCT,Ciudad de México,"Cambios, devoluciones o bonificaciones",Negativa a cambio o devolución,7999,7999,-,Conciliación medios electrónic,Bien,Internet,Producto nuevo,En establecimiento físico,Contado,No problema especial
PFC.H.A.2/003843-2022,11/29/22,01/03/23,Turnada a Concil Medios Elec.,Desistimiento,"RADIOMOVIL DIPSA, SA DE CV",TELCEL,Empresa de telefonia celular,TELECOMUNICACIONES,DGPCT,Ciudad de México,Entrega del producto o servicio,Negativa a la entrega,299,0,-,Conciliación medios electrónic,Servicio,Internet,Servicio normal,En establecimiento físico,Contado,Telefonia Movil
PFC.H.A.2/003844-2022,11/29/22,12/06/22,Turnada a Concil Medios Elec.,Conciliada,"RADIOMOVIL DIPSA, SA DE CV",TELCEL,Empresa de telefonia celular,TELECOMUNICACIONES,DGPCT,Ciudad de México,Cobro indebido,Error de cálculo,229,0,916.05,Conciliación medios electrónic,Servicio,Internet,Servicio normal,En establecimiento físico,N/A,Uso de internet/datos
PFC.H.A.2/003845-2022,11/29/22,12/07/22,Turnada a Concil Medios Elec.,Improcedente,"RADIOMOVIL DIPSA, SA DE CV",TELCEL,Empresa de telefonia celular,TELECOMUNICACIONES,DGPCT,Ciudad de México,Contratos,Negativa a la recisión,2618.82,0,0,Conciliación medios electrónic,Servicio,Internet,Servicio normal,Por teléfono,Contado,No problema especial
PFC.H.A.2/003846-2022,11/29/22,12/05/22,Turnada a Concil Medios Elec.,Conciliada,"RADIOMOVIL DIPSA, SA DE CV",TELCEL,Empresa de telefonia celular,TELECOMUNICACIONES,DGPCT,Ciudad de México,Contratos,Negativa a la recisión,599,0,0,Conciliación medios electrónic,Servicio,Internet,Servicio normal,En establecimiento físico,Plazos,Uso de internet/datos
PFC.H.A.2/003847-2022,11/29/22,12/14/22,Turnada a Concil Medios Elec.,Conciliada,"RADIOMOVIL DIPSA, SA DE CV",TELCEL,Empresa de telefonia celular,TELECOMUNICACIONES,DGPCT,Ciudad de México,Entrega del producto o servicio,Producto o servicio equivocado,0,0,0,Conciliación medios electrónic,Servicio,Internet,Servicio normal,Imposición del proveedor,Contado,No problema especial
PFC.H.A.2/003848-2022,11/29/22,12/05/22,Turnada a Concil Medios Elec.,Conciliada,"AT&T COMUNICACIONES DIGITALES, S DE RL DE CV",AT&T,Empresa de telefonia celular,TELECOMUNICACIONES,DGPCT,Ciudad de México,Entrega del producto o servicio,Negativa a la entrega,2232,0,200,Conciliación medios electrónic,Servicio,Internet,Servicio normal,En establecimiento físico,N/A,No problema especial
PFC.H.A.2/003849-2022,11/29/22,01/03/23,Turnada a Concil Medios Elec.,Desistimiento,"RADIOMOVIL DIPSA, SA DE CV",TELCEL,Empresa de telefonia celular,TELECOMUNICACIONES,DGPCT,Ciudad de México,Entrega del producto o servicio,Negativa a la entrega,3729,0,-,Conciliación medios electrónic,Servicio,Internet,Servicio normal,En establecimiento físico,Contado,Uso de internet/datos
PFC.H.A.2/003850-2022,11/29/22,01/03/23,Turnada a Concil Medios Elec.,Conciliada,"TOTAL PLAY TELECOMUNICACIONES, SA DE CV",TOTALPLAY,Television por cable,TELECOMUNICACIONES,DGPCT,Ciudad de México,Contratos,Modificación o recisión sin aviso ni autorización,149,0,-,Conciliación medios electrónic,Servicio,Internet,Servicio normal,En establecimiento físico,Contado,No problema especial
PFC.H.A.2/003851-2022,11/29/22,-,Turnada a Concil Medios Elec.,En Trámite,"FTTH DE MÉXICO, SA DE CV",IZZI,Empresa de TV de paga (de TV restringida),TELECOMUNICACIONES,DGPCT,Ciudad de México,Cobro indebido,Error de cálculo,500,0,-,Conciliación medios electrónic,Servicio,Internet,Servicio normal,Por teléfono,Contado,No problema especial
PFC.H.A.2/003852-2022,11/29/22,12/07/22,Turnada a Concil Medios Elec.,Conciliada,"TOTAL PLAY TELECOMUNICACIONES, SA DE CV",TOTALPLAY,Television por cable,TELECOMUNICACIONES,DGPCT,Ciudad de México,Entrega del producto o servicio,Negativa a la entrega,174,0,747,Conciliación medios electrónic,Servicio,Internet,Servicio normal,En establecimiento físico,N/A,No problema especial
PFC.H.A.2/003853-2022,11/29/22,12/15/22,Turnada a Concil Medios Elec.,Conciliada,"TELEFONIA POR CABLE, SA DE CV",MEGACABLE,Empresa de TV de paga (de TV restringida),TELECOMUNICACIONES,DGPCT,Ciudad de México,Entrega del producto o servicio,Negativa a la entrega,100,0,0,Conciliación medios electrónic,Servicio,Internet,Servicio normal,En establecimiento físico,Contado,Internet
PFC.H.A.2/003854-2022,11/29/22,12/15/22,Turnada a Concil Medios Elec.,Conciliada,"SERVICIO Y EQUIPO EN TELEFONIA INTERNET Y TV, SA DE CV",MEGACABLE,Empresa de TV de paga (de TV restringida),TELECOMUNICACIONES,DGPCT,Ciudad de México,Entrega del producto o servicio,Negativa a la entrega,930,0,930,Conciliación medios electrónic,Servicio,Internet,Servicio normal,En establecimiento físico,Contado,No problema especial
PFC.H.A.2/003855-2022,11/29/22,-,Turnada a Concil Medios Elec.,En Trámite,"SERVICIO Y EQUIPO EN TELEFONIA INTERNET Y TV, SA DE CV",MEGACABLE,Empresa de TV de paga (de TV restringida),TELECOMUNICACIONES,DGPCT,Ciudad de México,Entrega del producto o servicio,Negativa a la entrega,400,0,-,Conciliación medios electrónic,Servicio,Internet,Servicio normal,En establecimiento físico,-,No problema especial
PFC.H.A.2/003856-2022,11/30/22,12/13/22,Turnada a Concil Medios Elec.,Conciliada,"SERVICIO Y EQUIPO EN TELEFONIA INTERNET Y TV, SA DE CV",MEGACABLE,Empresa de TV de paga (de TV restringida),TELECOMUNICACIONES,DGPCT,Ciudad de México,Cobro indebido,Producto o servicio no solicitado o autorizado,635,0,185,Conciliación medios electrónic,Servicio,Internet,Servicio normal,En establecimiento físico,N/A,No problema especial
PFC.H.A.2/003857-2022,11/30/22,12/09/22,Turnada a Concil Medios Elec.,Conciliada,"RADIOMOVIL DIPSA, SA DE CV",TELCEL,Empresa de telefonia celular,TELECOMUNICACIONES,DGPCT,Ciudad de México,Entrega del producto o servicio,Negativa a la entrega,320,0,20,Conciliación medios electrónic,Servicio,Internet,Servicio normal,En establecimiento físico,N/A,Telefonia Movil
PFC.H.A.2/003858-2022,11/30/22,01/03/23,Turnada a Concil Medios Elec.,Desistimiento,"PEGASO PCS, SA DE CV",MOVISTAR,Empresa de telefonia celular,TELECOMUNICACIONES,DGPCT,Ciudad de México,"Publicidad, ofertas y promociones","Plazos, cantidades, condiciones",50,0,-,Conciliación medios electrónic,Bien,Internet,Producto nuevo,En establecimiento físico,N/A,No problema especial
PFC.H.A.2/003859-2022,11/30/22,-,Turnada a Concil Medios Elec.,En Trámite,"TOTAL PLAY TELECOMUNICACIONES, SA DE CV",TOTALPLAY,Television por cable,TELECOMUNICACIONES,DGPCT,Ciudad de México,Negativa de entrega de Información al consumidor sobre el pago,Comprobantes Neg,769,0,-,Conciliación medios electrónic,Servicio,Internet,Servicio normal,En establecimiento físico,Contado,No problema especial
PFC.H.A.2/003860-2022,11/30/22,01/09/23,Turnada a Concil Medios Elec.,Desistimiento,"CABLEMAS TELECOMUNICACIONES, SA DE CV",IZZI,Empresa de TV de paga (de TV restringida),TELECOMUNICACIONES,DGPCT,Ciudad de México,PORTABILIDAD,Negativa a la entrega,550,0,-,Conciliación medios electrónic,Servicio,Internet,Servicio normal,Imposición del proveedor,Plazos,No problema especial
PFC.H.A.2/003861-2022,11/30/22,12/16/22,Turnada a Concil Medios Elec.,Desistimiento,"PEGASO PCS, SA DE CV",MOVISTAR,Empresa de telefonia celular,TELECOMUNICACIONES,DGPCT,Ciudad de México,"Cambios, devoluciones o bonificaciones",Negativa a cambio o devolución,23000,0,0,Conciliación medios electrónic,Bien,Internet,Producto nuevo,Por internet,Contado,No problema especial
PFC.H.A.2/003862-2022,11/30/22,12/07/22,Turnada a Concil Medios Elec.,Conciliada,"TOTAL PLAY TELECOMUNICACIONES, SA DE CV",TOTALPLAY,Television por cable,TELECOMUNICACIONES,DGPCT,Ciudad de México,Cobro indebido,Negativa a corregir errores,779,779,954,Conciliación medios electrónic,Servicio,Internet,Servicio normal,En establecimiento físico,N/A,No problema especial
PFC.H.A.2/003863-2022,11/30/22,01/03/23,Turnada a Concil Medios Elec.,Desistimiento,"TOTAL PLAY TELECOMUNICACIONES, SA DE CV",TOTALPLAY,Television por cable,TELECOMUNICACIONES,DGPCT,Ciudad de México,"Publicidad, ofertas y promociones",Publicidad engañosa,920,0,-,Conciliación medios electrónic,Servicio,Internet,Servicio normal,Por teléfono,Contado,Television
PFC.H.A.2/003864-2022,11/30/22,12/15/22,Turnada a Concil Medios Elec.,Conciliada,"TOTAL PLAY TELECOMUNICACIONES, SA DE CV",TOTALPLAY,Television por cable,TELECOMUNICACIONES,DGPCT,Ciudad de México,Cobro indebido,Modificación del precio convenido o presupuestado,808,0,1300,Conciliación medios electrónic,Servicio,Internet,Servicio normal,En establecimiento físico,Contado,No problema especial
PFC.H.A.2/003865-2022,11/30/22,12/08/22,Turnada a Concil Medios Elec.,Conciliada,"PEGASO PCS, SA DE CV",MOVISTAR,Empresa de telefonia celular,TELECOMUNICACIONES,DGPCT,Ciudad de México,Cobro indebido,Error de cálculo,5357,5357,5357,Conciliación medios electrónic,Servicio,Internet,Servicio normal,En establecimiento físico,Contado,No problema especial
PFC.H.A.2/003866-2022,11/30/22,-,Turnada a Concil Medios Elec.,En Trámite,"TOTAL PLAY TELECOMUNICACIONES, SA DE CV",TOTALPLAY,Television por cable,TELECOMUNICACIONES,DGPCT,Ciudad de México,Entrega del producto o servicio,Producto o servicio equivocado,1359,1359,-,Conciliación medios electrónic,Servicio,Internet,Servicio normal,En establecimiento físico,Contado,No problema especial
PFC.H.A.2/003867-2022,11/30/22,-,Turnada a Concil Medios Elec.,En Trámite,"CABLEVISION, SA DE CV",IZZI,Empresa de TV de paga (de TV restringida),TELECOMUNICACIONES,DGPCT,Ciudad de México,Cobro indebido,Error de cálculo,400,400,-,Conciliación medios electrónic,Servicio,Internet,Servicio normal,En establecimiento físico,Contado,No problema especial
PFC.H.A.2/003868-2022,11/30/22,12/07/22,Turnada a Concil Medios Elec.,Conciliada,"SERVICIO Y EQUIPO EN TELEFONIA INTERNET Y TV, SA DE CV",MEGACABLE,Empresa de TV de paga (de TV restringida),TELECOMUNICACIONES,DGPCT,Ciudad de México,Entrega del producto o servicio,Negativa a la entrega,350,0,128,Conciliación medios electrónic,Servicio,Internet,Servicio normal,En establecimiento físico,Plazos,Television
PFC.H.A.2/003869-2022,11/30/22,12/13/22,Turnada a Concil Medios Elec.,Conciliada,"SERVICIO Y EQUIPO EN TELEFONIA INTERNET Y TV, SA DE CV",MEGACABLE,Empresa de TV de paga (de TV restringida),TELECOMUNICACIONES,DGPCT,Ciudad de México,Entrega del producto o servicio,Negativa a la entrega,450,0,0,Conciliación medios electrónic,Servicio,Internet,Servicio normal,En establecimiento físico,Plazos,No problema especial
PFC.H.A.2/003870-2022,11/30/22,01/03/23,Turnada a Concil Medios Elec.,Desistimiento,"CABLEMAS TELECOMUNICACIONES, SA DE CV",IZZI,Empresa de TV de paga (de TV restringida),TELECOMUNICACIONES,DGPCT,Ciudad de México,Cobro indebido,Penalización por causa imputable al proveedor,1348,0,-,Conciliación medios electrónic,Servicio,Internet,Servicio normal,En establecimiento físico,Plazos,No problema especial
PFC.H.A.2/003871-2022,11/30/22,12/14/22,Turnada a Concil Medios Elec.,Conciliada,"RADIOMOVIL DIPSA, SA DE CV",TELCEL,Empresa de telefonia celular,TELECOMUNICACIONES,DGPCT,Ciudad de México,Entrega del producto o servicio,Negativa a la entrega,399,0,199.5,Conciliación medios electrónic,Servicio,Internet,Servicio normal,En establecimiento físico,Contado,Uso de internet/datos
PFC.H.A.2/003872-2022,11/30/22,12/14/22,Turnada a Concil Medios Elec.,Desistimiento,"RADIOMOVIL DIPSA, SA DE CV",TELCEL,Empresa de telefonia celular,TELECOMUNICACIONES,DGPCT,Ciudad de México,Entrega del producto o servicio,Producto o servicio equivocado,1669.06,0,0,Conciliación medios electrónic,Servicio,Internet,Servicio normal,Imposición del proveedor,Contado,Telefonia Movil
PFC.H.A.2/003873-2022,11/30/22,01/03/23,Turnada a Concil Medios Elec.,Desistimiento,"RADIOMOVIL DIPSA, SA DE CV",TELCEL,Empresa de telefonia celular,TELECOMUNICACIONES,DGPCT,Ciudad de México,Entrega del producto o servicio,Deficiencia en la reparación,399,0,-,Conciliación medios electrónic,Servicio,Internet,Servicio normal,En establecimiento físico,Contado,No problema especial
PFC.H.A.2/003874-2022,11/30/22,12/08/22,Turnada a Concil Medios Elec.,Conciliada,"CABLEMAS TELECOMUNICACIONES, SA DE CV",IZZI,Empresa de TV de paga (de TV restringida),TELECOMUNICACIONES,DGPCT,Ciudad de México,Cobro indebido,Producto o servicio no solicitado o autorizado,1698,0,660,Conciliación medios electrónic,Servicio,Internet,Servicio normal,En establecimiento físico,Contado,No problema especial
PFC.H.A.2/003875-2022,11/30/22,01/03/23,Turnada a Concil Medios Elec.,Desistimiento,"RADIOMOVIL DIPSA, SA DE CV",TELCEL,Empresa de telefonia celular,TELECOMUNICACIONES,DGPCT,Ciudad de México,Cobro indebido,Negativa a corregir errores,499,0,-,Conciliación medios electrónic,Servicio,Internet,Servicio normal,En establecimiento físico,Plazos,Telefonia Movil
PFC.H.A.2/003876-2022,11/30/22,01/04/23,Turnada a Concil Medios Elec.,Desistimiento,"RADIOMOVIL DIPSA, SA DE CV",TELCEL,Empresa de telefonia celular,TELECOMUNICACIONES,DGPCT,Ciudad de México,Contratos,Negativa a la recisión,299,299,-,Conciliación medios electrónic,Servicio,Internet,Servicio normal,En establecimiento físico,Contado,No problema especial
PFC.H.A.2/003877-2022,11/30/22,-,Turnada a Concil Medios Elec.,En Trámite,"RADIOMOVIL DIPSA, SA DE CV",TELCEL,Empresa de telefonia celular,TELECOMUNICACIONES,DGPCT,Ciudad de México,Cobro indebido,Modificación del precio convenido o presupuestado,450,0,-,Conciliación medios electrónic,Servicio,Internet,Servicio normal,En establecimiento físico,Contado,No problema especial
PFC.H.A.2/003878-2022,11/30/22,-,Turnada a Concil Medios Elec.,En Trámite,"RADIOMOVIL DIPSA, SA DE CV",TELCEL,Empresa de telefonia celular,TELECOMUNICACIONES,DGPCT,Ciudad de México,Entrega del producto o servicio,Negativa a la entrega,50,0,-,Conciliación medios electrónic,Servicio,Internet,Servicio normal,En establecimiento físico,Contado,Telefonia Movil
PFC.H.A.2/003879-2022,11/30/22,12/06/22,Turnada a Concil Medios Elec.,Conciliada,"CABLEVISION RED, SA DE CV",IZZI,Empresa de TV de paga (de TV restringida),TELECOMUNICACIONES,DGPCT,Ciudad de México,Entrega del producto o servicio,Negativa a la entrega,450,0,0,Conciliación medios electrónic,Servicio,Internet,Servicio normal,En establecimiento físico,Contado,Television
PFC.H.A.2/003880-2022,11/30/22,12/16/22,Turnada a Concil Medios Elec.,Conciliada,"RADIOMOVIL DIPSA, SA DE CV",TELCEL,Empresa de telefonia celular,TELECOMUNICACIONES,DGPCT,Ciudad de México,Cobro indebido,Error de cálculo,549,549,549,Conciliación medios electrónic,Servicio,Internet,Servicio normal,En establecimiento físico,Contado,No problema especial
PFC.H.A.2/003881-2022,11/30/22,01/03/23,Turnada a Concil Medios Elec.,Desistimiento,"RADIOMOVIL DIPSA, SA DE CV",TELCEL,Empresa de telefonia celular,TELECOMUNICACIONES,DGPCT,Ciudad de México,Entrega del producto o servicio,Negativa a la entrega,499,0,-,Conciliación medios electrónic,Servicio,Internet,Servicio normal,En establecimiento físico,Contado,Telefonia Movil
PFC.HGO.B.3/001638-2022,11/04/22,12/16/22,Turnada a Concil Person p/seg,Conciliada,"RADIOMOVIL DIPSA, SA DE CV",TELCEL,Empresa de telefonía celular,TELECOMUNICACIONES,Zona Metropolitana de Pachuca (Hidalgo),Hidalgo,Cobro indebido,Negativa a corregir errores,5953.77,7663.77,7663.77,Conciliación personal,Servicio,Personal,Servicio normal,En establecimiento físico,Contado,No problema especial
PFC.HGO.B.3/001642-2022,11/07/22,11/30/22,Turnada a Concil Person p/seg,Conciliada,"MEGAMOBILE, SA DE CV",MEGAMOBILE,Prestación de Servicios de Internet,TELECOMUNICACIONES,Zona Metropolitana de Pachuca (Hidalgo),Hidalgo,Entrega del producto o servicio,Negativa a la entrega,1000,1000,1000,Conciliación personal,Servicio,Personal,Servicio normal,En establecimiento físico,Contado,No problema especial
PFC.HGO.B.3/001650-2022,11/09/22,-,Turnada a Concil Person p/seg,En Trámite,"PEGASO PCS, SA DE CV",MOVISTAR,Empresa de telefonía celular,TELECOMUNICACIONES,Zona Metropolitana de Pachuca (Hidalgo),Hidalgo,"Cambios, devoluciones o bonificaciones",Negativa a cambio o devolución,0,0,-,Conciliación personal,Servicio,Personal,Servicio adicional o conexo,A domicilio,Contado,No problema especial
PFC.HGO.B.3/001654-2022,11/10/22,-,Turnada a Concil Person p/seg,En Trámite,"TOTAL PLAY TELECOMUNICACIONES, SAPI DE CV",TOTALPLAY,Empresa de TV de paga (de TV restringida),TELECOMUNICACIONES,Zona Metropolitana de Pachuca (Hidalgo),Hidalgo,Contratos,Negativa a la rescisión,1973,1973,-,Conciliación personal,Servicio,Personal,Servicio normal,A domicilio,Contado,No problema especial
PFC.HGO.B.3/001655-2022,11/10/22,-,Turnada a Concil Person p/seg,En Trámite,"TOTAL PLAY TELECOMUNICACIONES, SAPI DE CV",TOTALPLAY,Empresa de TV de paga (de TV restringida),TELECOMUNICACIONES,Zona Metropolitana de Pachuca (Hidalgo),Hidalgo,Contratos,Negativa a la rescisión,1974,1974,-,Conciliación personal,Servicio,Personal,Servicio normal,A domicilio,Contado,No problema especial
PFC.HGO.B.3/001663-2022,11/11/22,-,Turnada a Concil Person p/seg,En Trámite,"AT&T COMUNICACIONES DIGITALES, S DE RL DE CV",AT&T,Empresa de telefonía celular,TELECOMUNICACIONES,Zona Metropolitana de Pachuca (Hidalgo),Hidalgo,Cobro indebido,Error de cálculo,1893,0,-,Conciliación personal,Servicio,Personal,Servicio normal,Por teléfono,Plazos,No problema especial
PFC.HGO.B.3/001665-2022,11/11/22,-,Turnada a Concil Person p/seg,En Trámite,"TOTAL PLAY TELECOMUNICACIONES, SA DE CV",TOTALPLAY,Empresa de TV de paga (de TV restringida),TELECOMUNICACIONES,Zona Metropolitana de Pachuca (Hidalgo),Hidalgo,Contratos,Negativa a la rescisión,0,0,-,Conciliación personal,Servicio,Personal,Servicio normal,En establecimiento físico,Contado,No problema especial
PFC.HGO.B.3/001701-2022,11/22/22,-,Turnada a Concil Person p/seg,En Trámite,JESUS FRANCISCO RIVERA HERNANDEZ,P. FÍSICA,Distribuidor de servicio de telefonía celular,TELECOMUNICACIONES,Zona Metropolitana de Pachuca (Hidalgo),Hidalgo,Garantías,Negativa a hacerla efectiva,1999,0,-,Conciliación personal,Bien,Escrito,Servicio normal,En establecimiento físico,Contado,No problema especial
PFC.HGO.B.3/001702-2022,11/22/22,-,Turnada a Concil Person p/seg,En Trámite,"TOTAL PLAY TELECOMUNICACIONES, SAPI DE CV",TOTALPLAY,Empresa de TV de paga (de TV restringida),TELECOMUNICACIONES,Zona Metropolitana de Pachuca (Hidalgo),Hidalgo,Cobro indebido,Producto o servicio no solicitado o autorizado,0,0,-,Conciliación personal,Servicio,Personal,Servicio normal,Por internet,Contado,No problema especial
PFC.HGO.B.3/001714-2022,11/23/22,-,Turnada a Concil Person p/seg,En Trámite,"RADIOMOVIL DIPSA, SA DE CV",TELCEL,Empresa de telefonía celular,TELECOMUNICACIONES,Zona Metropolitana de Pachuca (Hidalgo),Hidalgo,Contratos,Negativa a la rescisión,0,0,-,Conciliación personal,Servicio,Personal,Servicio normal,En establecimiento físico,Contado,No problema especial
PFC.HGO.B.3/001719-2022,11/24/22,-,Turnada a Concil Person p/seg,En Trámite,"TELEFONOS DE MEXICO, SAB DE CV",TELMEX,Empresa de telefonía local,TELECOMUNICACIONES,Zona Metropolitana de Pachuca (Hidalgo),Hidalgo,Cobro indebido,Negativa a corregir errores,0,0,-,Conciliación personal,Servicio,Personal,Servicio normal,En establecimiento físico,Contado,No problema especial
PFC.HGO.B.3/001724-2022,11/25/22,-,Turnada a Concil Person p/seg,En Trámite,"PEGASO PCS, SA DE CV",MOVISTAR,Distribuidor de servicio de telefonía celular,TELECOMUNICACIONES,Zona Metropolitana de Pachuca (Hidalgo),Hidalgo,"Cambios, devoluciones o bonificaciones",Negativa a cambio o devolución,4500,0,-,Conciliación personal,Bien,Personal,Servicio normal,En establecimiento físico,Plazos,No problema especial
PFC.HGO.B.3/001724-2022,11/25/22,-,Turnada a Concil Person p/seg,En Trámite,"MOTOROLA COMERCIAL, SA DE CV",MOTOROLA,Distribuidor de servicio de telefonía celular,TELECOMUNICACIONES,Zona Metropolitana de Pachuca (Hidalgo),Hidalgo,"Cambios, devoluciones o bonificaciones",Negativa a cambio o devolución,4500,0,-,Conciliación personal,Bien,Personal,Servicio normal,En establecimiento físico,Plazos,No problema especial
PFC.HGO.B.3/001725-2022,11/25/22,-,Turnada a Concil Person p/seg,En Trámite,"TELEFONOS DE MEXICO, SAB DE CV",TELMEX,Empresa de telefonía local,TELECOMUNICACIONES,Zona Metropolitana de Pachuca (Hidalgo),Hidalgo,Contratos,Negativa a correcciones,0,0,-,Conciliación personal,Servicio,Escrito,Servicio adicional o conexo,Imposición del proveedor,Contado,No problema especial
PFC.HGO.B.3/001727-2022,11/25/22,-,Turnada a Concil Person p/seg,En Trámite,"TOTAL PLAY TELECOMUNICACIONES, SAPI DE CV",TOTALPLAY,Empresa de TV de paga (de TV restringida),TELECOMUNICACIONES,Zona Metropolitana de Pachuca (Hidalgo),Hidalgo,Cobro indebido,Modificación del precio convenido o presupuestado,500,879,-,Conciliación personal,Servicio,Personal,Servicio normal,En establecimiento físico,Contado,No problema especial
PFC.HGO.B.3/001731-2022,11/25/22,-,Turnada a Concil Person p/seg,En Trámite,"RADIOMOVIL DIPSA, SA DE CV",TELCEL,Empresa de telefonía celular,TELECOMUNICACIONES,Zona Metropolitana de Pachuca (Hidalgo),Hidalgo,Garantías,Negativa a hacerla efectiva,7884.94,7884.94,-,Conciliación personal,Bien,Personal,Producto nuevo,En establecimiento físico,Contado,No problema especial
PFC.HGO.B.3/001731-2022,11/25/22,-,Turnada a Concil Person p/seg,En Trámite,"MOTOROLA COMERCIAL, SA DE CV",MOTOROLA,Empresa de telefonía celular,TELECOMUNICACIONES,Zona Metropolitana de Pachuca (Hidalgo),Hidalgo,Garantías,Negativa a hacerla efectiva,7884.94,7884.94,-,Conciliación personal,Bien,Personal,Producto nuevo,En establecimiento físico,Contado,No problema especial
